Job Title,Industry,Job Status,AI Impact Level,Median Salary (USD),Required Education,Experience Required (Years),Job Openings (2024),Projected Openings (2030),Remote Work Ratio (%),Automation Risk (%),Location,Gender Diversity (%)
"Engineer, broadcasting (operations)",Healthcare,Decreasing,High,95219.03,PhD,1,1967,6215,82.99,52.18,USA,47.64
"Engineer, building services",Finance,Decreasing,Low,140370.83,High School,6,5718,2761,94.58,25.79,USA,23.28
Operational researcher,Entertainment,Increasing,High,121034.28,PhD,10,1813,9208,48.67,15.39,USA,67.33
Public relations officer,Healthcare,Increasing,High,80913.86,Master’s Degree,2,3347,4430,86.35,24.45,USA,28.34
Tour manager,Healthcare,Increasing,High,101983.72,Bachelor’s Degree,16,196,9656,77.28,77.39,USA,21.23
Arts development officer,Retail,Increasing,High,78189.72,PhD,20,2481,4900,92.66,94.32,USA,54.19
"Designer, jewellery",Entertainment,Increasing,Moderate,68433.69,Bachelor’s Degree,3,4240,3451,32.81,88.05,USA,38.78
Primary school teacher,Entertainment,Increasing,High,123468.31,Associate Degree,1,4706,9763,63.24,49.41,USA,61.4
Maintenance engineer,Healthcare,Decreasing,Low,115219.86,Associate Degree,3,6005,6864,34.77,30.01,USA,37.69
Social worker,Healthcare,Increasing,Moderate,32750.69,Master’s Degree,8,4914,3777,45.94,53.06,USA,39.55
Forest/woodland manager,Retail,Increasing,Low,140707.17,PhD,17,170,2048,6.12,60.04,USA,24.5
Higher education lecturer,Education,Decreasing,High,57967.04,Bachelor’s Degree,20,2412,2403,15.63,62.59,USA,44.94
Contractor,Healthcare,Increasing,Moderate,73488.5,Master’s Degree,1,3279,3425,91.01,88.12,USA,70.97
Translator,Healthcare,Decreasing,High,120770.2,PhD,11,1055,6237,49.39,44.98,USA,22.29
Clinical cytogeneticist,Education,Decreasing,Low,88830.07,Master’s Degree,1,7478,4282,58.77,16.19,USA,42.63
Information officer,Retail,Increasing,High,64658.71,PhD,8,2038,6014,6.66,66.57,USA,47.5
Environmental education officer,Finance,Decreasing,Moderate,142088.16,High School,15,6451,775,25.67,71.04,USA,51.06
Media planner,Education,Decreasing,Low,99321.78,Master’s Degree,17,2744,4047,2.44,20.02,USA,77.83
Curator,Finance,Increasing,Moderate,54678.13,Master’s Degree,18,4095,8275,85.39,19.55,USA,49.37
Mental health nurse,Manufacturing,Increasing,High,96437.85,PhD,6,8275,3802,1.73,4.84,USA,65.65
Educational psychologist,Entertainment,Increasing,High,75131.88,High School,8,3736,9083,26.49,13.24,USA,34.39
Intelligence analyst,Education,Increasing,High,117407.94,PhD,14,2321,5358,9.62,27.04,USA,70.95
"Administrator, Civil Service",Finance,Decreasing,High,113752.26,PhD,9,8958,4566,32.02,6.41,USA,65.2
Occupational hygienist,IT,Decreasing,Low,108166.08,High School,0,3939,5327,35.51,76.43,USA,60.06
"Engineer, maintenance",Education,Increasing,High,44096.2,Associate Degree,4,7348,1712,83.43,48.8,USA,75.97
Claims inspector/assessor,Finance,Increasing,Moderate,50735.64,Associate Degree,13,8087,6705,19.58,17.83,USA,28.58
Dentist,Education,Increasing,Moderate,47541.22,PhD,8,3530,4243,11.16,91.68,USA,79.88
Sales promotion account executive,Manufacturing,Increasing,High,82492.45,PhD,13,2235,2925,54.47,68.82,USA,51.9
Geophysical data processor,Education,Increasing,High,117443.51,Master’s Degree,8,1019,5598,67.48,80.52,USA,46.19
Hydrologist,Healthcare,Decreasing,Low,122448.75,Master’s Degree,20,677,1410,51.92,86.6,USA,65.21
Estate manager/land agent,Healthcare,Decreasing,Low,88448.71,Master’s Degree,4,347,7310,68.38,58.91,USA,60.74
Health physicist,Manufacturing,Decreasing,High,32594.67,Bachelor’s Degree,19,1158,1602,97.82,62.15,USA,57.88
Nutritional therapist,Retail,Decreasing,High,126135.23,Associate Degree,15,1142,4350,96.61,1.48,USA,66.34
Wellsite geologist,Transportation,Decreasing,Moderate,112742.55,Master’s Degree,2,3605,7332,43.35,84.9,USA,39.18
Dispensing optician,IT,Decreasing,Low,66149.96,Master’s Degree,11,4604,7540,27.84,3.42,USA,40.48
Publishing copy,Transportation,Increasing,Low,113605.05,PhD,7,706,7214,43.14,99.46,USA,77.22
"Therapist, music",Retail,Increasing,Moderate,76676.82,Bachelor’s Degree,11,6821,2531,3.42,94.91,USA,53.01
Food technologist,Entertainment,Decreasing,High,91394.66,Master’s Degree,2,9013,2259,42.98,47.49,USA,27.24
"Designer, fashion/clothing",Transportation,Increasing,High,122471.71,Bachelor’s Degree,6,8675,7418,52.4,2.74,USA,50.78
Art therapist,Transportation,Decreasing,High,141812.28,Master’s Degree,16,8634,5411,26.14,16.98,USA,29.26
Quality manager,Healthcare,Decreasing,High,136180.53,PhD,16,3862,3038,57.57,50.42,USA,78.51
Academic librarian,Entertainment,Increasing,Moderate,95576.94,PhD,2,1156,5155,38.14,70.8,USA,47.3
Energy manager,Healthcare,Increasing,Moderate,110599.78,Master’s Degree,17,3137,3667,56.61,88.99,USA,36.88
"Scientist, research (life sciences)",IT,Increasing,High,72196.09,Associate Degree,12,7609,3358,13.92,35.78,USA,20.49
Immunologist,Transportation,Increasing,Moderate,63245.63,PhD,12,3937,1278,64.58,67.17,USA,24.27
Chartered legal executive (England and Wales),Healthcare,Decreasing,Low,110818.16,PhD,9,4532,8032,96.09,94.13,USA,73.65
Aid worker,Healthcare,Increasing,Low,143459.5,Associate Degree,8,9102,8102,29.61,92.4,USA,44.07
"Engineer, building services",Manufacturing,Increasing,Low,145207.07,Master’s Degree,11,1547,6264,53.15,46.95,USA,69.65
Furniture designer,Healthcare,Increasing,High,99771.2,Master’s Degree,10,4199,9157,36.01,1.56,USA,79.39
Warden/ranger,Entertainment,Decreasing,High,117905.49,Master’s Degree,10,5000,8763,99.66,23.92,USA,79.49
"Designer, television/film set",Entertainment,Decreasing,Moderate,112023.21,Bachelor’s Degree,10,6129,3317,4.36,18.62,USA,35.88
Ambulance person,Retail,Decreasing,High,128247.65,Associate Degree,2,6617,6429,64.95,52.75,USA,49.42
Public relations officer,Finance,Increasing,Low,70243.18,PhD,8,6938,245,30.83,11.8,USA,30.11
Media buyer,Manufacturing,Decreasing,High,112033.45,PhD,5,8136,5211,49.64,21.94,USA,28.56
Industrial buyer,Finance,Decreasing,Moderate,95153.54,Bachelor’s Degree,5,4105,9921,88.06,87.46,USA,22.3
Set designer,Transportation,Decreasing,Moderate,113560.93,Master’s Degree,3,244,3440,61.24,24.95,USA,20.37
Garment/textile technologist,Healthcare,Increasing,Moderate,44861.02,High School,19,3070,2149,70.66,33.76,USA,70.73
Banker,Manufacturing,Increasing,High,46266.86,Master’s Degree,1,9987,8124,16.81,2.51,USA,34.68
Advertising copywriter,Transportation,Increasing,Moderate,147337.53,High School,19,8270,8754,66.24,78.4,USA,40.7
Homeopath,Finance,Increasing,High,111671.34,High School,1,5047,5121,92.41,72.74,USA,64.86
Audiological scientist,Education,Increasing,Low,91723.74,PhD,8,2853,1694,85.8,40.09,USA,57.72
Therapeutic radiographer,Retail,Increasing,High,83298.17,PhD,5,8877,7941,47.06,0.23,USA,34.57
"Scientist, audiological",IT,Decreasing,Low,43440.72,Master’s Degree,11,4367,898,89.59,24.99,USA,26.51
Forest/woodland manager,IT,Increasing,Low,79286.88,Associate Degree,0,7600,8687,71.53,78.27,USA,31.15
Mechanical engineer,Retail,Decreasing,Low,134990.97,Bachelor’s Degree,13,1619,252,99.94,44.52,USA,27.36
Multimedia programmer,Finance,Decreasing,Moderate,49349.87,Master’s Degree,1,3024,5921,4.03,90.69,USA,58.37
"Teacher, special educational needs",Retail,Increasing,High,116869.92,Master’s Degree,15,9981,1345,60.93,76.28,USA,38.61
Advertising account executive,Retail,Decreasing,Low,87540.2,Master’s Degree,17,5029,7294,67.57,95.16,USA,74.12
Merchant navy officer,Education,Increasing,High,112904.02,Associate Degree,10,5088,6727,0.67,93.3,USA,35.2
"Psychologist, educational",Entertainment,Decreasing,High,62308.58,PhD,9,3347,7491,49.08,42.71,USA,34.33
Counsellor,Finance,Increasing,Moderate,38246.67,PhD,17,3175,515,71.38,65.51,USA,32.46
"Pilot, airline",Manufacturing,Decreasing,High,144231.12,Bachelor’s Degree,18,5769,1435,68.92,70.07,USA,23.14
Minerals surveyor,IT,Increasing,High,100793.05,Master’s Degree,12,824,6735,13.05,48.78,USA,45.86
"Research officer, political party",Retail,Increasing,Low,132820.05,Associate Degree,0,6946,4919,49.28,0.84,USA,72.92
Personal assistant,Manufacturing,Decreasing,Moderate,99479.18,PhD,15,3804,3926,4.57,25.81,USA,43.61
Diagnostic radiographer,Entertainment,Increasing,Moderate,62890.47,Bachelor’s Degree,1,4026,9514,46.31,57.69,USA,71.12
Health and safety adviser,Manufacturing,Increasing,Low,62100.66,Associate Degree,9,2409,9189,74.35,27.5,USA,54.1
Broadcast journalist,Transportation,Decreasing,Low,122438.34,High School,2,3779,7312,23.97,21.99,USA,38.91
Ecologist,Retail,Increasing,Low,140547.87,PhD,6,9554,9567,25.55,50.61,USA,62.84
Fish farm manager,Entertainment,Increasing,High,58366.72,High School,2,5075,1300,43.86,4.22,USA,41.07
Legal executive,Transportation,Decreasing,Moderate,128533.44,Associate Degree,17,5082,3753,50.25,47.93,USA,30.32
Personnel officer,Retail,Decreasing,Low,110113.42,PhD,2,3356,9822,90.83,88.61,USA,78.8
Barrister's clerk,Retail,Decreasing,Low,58258.99,PhD,2,6820,7918,27.01,88.13,USA,28.61
Metallurgist,Healthcare,Decreasing,Moderate,49073.98,Master’s Degree,7,4862,233,68.51,84.23,USA,22.86
"Engineer, communications",Entertainment,Increasing,Low,126089.54,Associate Degree,17,2252,4893,75.6,35.47,USA,71.31
Materials engineer,Finance,Increasing,Moderate,149993.41,Bachelor’s Degree,17,6936,3870,11.8,79.99,USA,23.4
Marketing executive,Retail,Increasing,Moderate,113186.44,Master’s Degree,1,2224,1317,62.71,21.64,USA,45.21
Special effects artist,Education,Decreasing,Low,144630.44,High School,10,5604,4946,72.45,0.15,USA,20.83
"Administrator, Civil Service",Healthcare,Increasing,Low,93314.26,Associate Degree,11,3663,3829,22.85,85.85,USA,26.46
"Research officer, political party",Retail,Increasing,Low,75647.31,High School,3,602,7317,97.12,95.78,USA,55.52
Higher education lecturer,Healthcare,Decreasing,High,49505.65,High School,12,131,7788,38.56,93.98,USA,55.43
Homeopath,Entertainment,Increasing,Low,34925.17,Bachelor’s Degree,16,6118,5315,91.24,56,USA,73.76
Medical technical officer,Manufacturing,Decreasing,Low,131868,Master’s Degree,11,5017,9353,64.84,41.14,USA,79.03
"Psychologist, prison and probation services",Education,Increasing,High,31546.86,Associate Degree,16,5037,8895,90.87,1.63,USA,43.65
"Surveyor, planning and development",Transportation,Increasing,Moderate,48353.38,PhD,17,7960,5386,11.31,83.72,USA,59.83
"Editor, commissioning",Healthcare,Decreasing,Low,144856.58,Bachelor’s Degree,20,2562,5665,11.55,2.96,USA,53.03
"Scientist, clinical (histocompatibility and immunogenetics)",IT,Increasing,High,61307.27,High School,15,8765,1836,56.25,17.07,USA,33.73
Actuary,Transportation,Decreasing,Moderate,93320.07,Bachelor’s Degree,8,7387,7320,93.13,97.25,USA,72.42
Training and development officer,Entertainment,Increasing,High,47229.35,Bachelor’s Degree,11,7465,4085,34.16,51.13,USA,55.37
Ecologist,Manufacturing,Decreasing,Moderate,114748.12,Associate Degree,1,7819,6327,43.91,50.54,USA,66.62
Sports administrator,Healthcare,Increasing,Low,38054.41,High School,13,6041,4672,49.95,81.37,USA,65.87
Bonds trader,IT,Decreasing,Low,33138.83,High School,18,1508,5503,11.97,35.57,USA,76.76
Race relations officer,Healthcare,Decreasing,High,87771.85,Associate Degree,1,9567,933,19.17,63.82,USA,53.78
Estate agent,Transportation,Increasing,High,129609.87,PhD,7,1070,5342,27.21,41.95,USA,40.64
Chief Technology Officer,Transportation,Increasing,Low,105125.14,High School,14,9239,1457,85.23,80.08,USA,30.66
Financial adviser,Entertainment,Decreasing,Low,45975.42,Bachelor’s Degree,3,4693,1295,52.39,53.95,USA,52.01
"Psychologist, counselling",Transportation,Decreasing,High,118934.2,PhD,17,1815,7315,37.65,78.03,USA,48.55
Phytotherapist,Education,Increasing,High,62945.96,Master’s Degree,4,4530,8064,47.01,4.81,USA,75.13
Ambulance person,Retail,Increasing,Low,103835.71,Master’s Degree,15,1906,4018,77.68,0.22,USA,30.99
Barrister's clerk,Finance,Decreasing,Low,49889.99,Bachelor’s Degree,17,6934,8991,94.37,60.97,USA,70.39
Fashion designer,Transportation,Decreasing,Moderate,115890.33,High School,8,9505,9799,85.35,77.26,USA,44.79
Insurance broker,Manufacturing,Decreasing,Moderate,121566.33,High School,6,5329,1638,43.89,23.17,USA,55.78
Animal nutritionist,Healthcare,Increasing,Moderate,72943.6,Associate Degree,8,6546,8981,91.59,34.47,USA,66.2
"Conservation officer, historic buildings",Healthcare,Decreasing,Low,85696.17,Master’s Degree,18,5457,6877,25.61,22.07,USA,48.63
Oncologist,Manufacturing,Increasing,Moderate,132778.62,Bachelor’s Degree,14,3632,6737,93.94,5.01,USA,45.01
Actor,Finance,Increasing,Moderate,70982.89,High School,17,2368,8401,8.85,16.31,USA,56.15
"Teacher, music",Manufacturing,Increasing,Moderate,92921.31,Master’s Degree,7,4461,2934,10.87,61.07,USA,77.96
"Psychologist, occupational",Finance,Decreasing,Moderate,125990.56,Associate Degree,7,4479,1869,38.6,42.02,USA,34.99
Gaffer,Retail,Decreasing,Low,140323.75,Bachelor’s Degree,7,5164,5391,22.5,68.62,USA,76.71
Water quality scientist,Retail,Increasing,Moderate,136208.59,Associate Degree,10,2944,1469,38.04,5.38,USA,21.48
Cabin crew,Retail,Decreasing,Moderate,56148.34,PhD,12,7962,212,52.45,51.01,USA,63.74
"Solicitor, Scotland",Transportation,Decreasing,High,51813.52,Bachelor’s Degree,8,2790,721,5.22,32.72,USA,65.44
Hydrologist,Retail,Decreasing,Low,99765.34,Bachelor’s Degree,3,6534,3759,28.67,49.73,USA,20.22
"Production assistant, television",Finance,Decreasing,Low,51253.87,Master’s Degree,15,9659,424,40.32,43.2,USA,24.57
Clinical research associate,Transportation,Increasing,Low,104845.8,PhD,19,8431,2256,31.43,69.11,USA,66.49
"Psychologist, forensic",Entertainment,Increasing,High,47479.53,Bachelor’s Degree,1,904,9065,87.28,42.7,USA,38.04
Herbalist,Healthcare,Increasing,Low,92574.21,Associate Degree,5,4859,6392,32.43,56.79,USA,74.39
Outdoor activities/education manager,Finance,Increasing,Moderate,33232.61,High School,14,8549,8611,25.11,60.96,USA,45.95
"Nurse, mental health",Manufacturing,Decreasing,High,122850.13,High School,7,2679,7080,85.65,33.08,USA,20.13
"Conservation officer, historic buildings",Transportation,Increasing,High,145822.69,PhD,17,7535,7521,87.83,73.48,USA,79.37
"Producer, television/film/video",Healthcare,Increasing,Moderate,66299.57,High School,15,4192,2370,33.3,53,USA,40.67
"Administrator, sports",IT,Decreasing,High,31202.24,High School,3,5350,6654,30.82,48.79,USA,47.02
IT technical support officer,Manufacturing,Decreasing,Low,40556.19,PhD,8,6896,4418,7.93,5.04,USA,71.38
Technical author,Manufacturing,Increasing,Moderate,47321.05,PhD,15,7321,4168,38.63,81.25,USA,28.95
Agricultural engineer,Manufacturing,Increasing,High,50658.63,High School,9,1010,9184,4.08,5.08,USA,67.11
Farm manager,Education,Increasing,High,67824.28,Associate Degree,10,8372,144,28.17,97.26,USA,35.44
Environmental manager,Manufacturing,Increasing,Low,86482.83,Associate Degree,14,2111,2143,47,33.43,USA,29.52
Jewellery designer,Transportation,Decreasing,Moderate,50893.37,PhD,3,1109,4080,5.51,46.41,USA,31.13
Television production assistant,IT,Increasing,Low,138479.92,Master’s Degree,19,2317,560,71.17,26.79,USA,50.81
Copy,Manufacturing,Decreasing,Low,110813.58,Associate Degree,2,1468,4259,9.54,98.6,USA,48.82
Ranger/warden,Transportation,Increasing,Moderate,148083.27,PhD,8,3574,5222,6.54,12.06,USA,28.69
Geographical information systems officer,Manufacturing,Decreasing,Low,79094.99,High School,18,4141,8640,34.65,14.01,USA,21.42
Armed forces operational officer,Retail,Decreasing,Low,121488.94,Master’s Degree,9,6597,2500,78.46,60.88,USA,43.87
Photographer,Finance,Decreasing,High,127334.18,PhD,16,4093,4291,52.6,82.1,USA,61.8
Planning and development surveyor,Entertainment,Decreasing,Low,50022.76,High School,16,7872,2560,64.13,1,USA,79.6
"Horticulturist, amenity",Education,Increasing,Low,112842.79,High School,19,5783,6807,45.15,64.16,USA,54.59
Make,Retail,Increasing,Low,128561.28,Associate Degree,10,5573,3735,7.69,49.11,USA,22.34
Broadcast engineer,Transportation,Increasing,Low,147481.92,High School,8,1916,8079,84.69,90.61,USA,36.43
Art therapist,Education,Decreasing,Low,95166.31,PhD,19,5888,531,69.62,26.4,USA,54.8
Industrial/product designer,Entertainment,Increasing,Moderate,109048.8,Bachelor’s Degree,9,7108,4384,6.5,42.57,USA,77.28
Armed forces training and education officer,Manufacturing,Decreasing,Moderate,110914.49,High School,10,8186,1943,45.96,87.92,USA,44.31
Volunteer coordinator,Healthcare,Decreasing,Low,109757.81,High School,5,2077,8376,80.62,20.85,USA,64.22
Horticultural therapist,Healthcare,Increasing,Moderate,44500.37,Associate Degree,16,9713,6642,46.56,56.85,USA,33.42
Research scientist (physical sciences),IT,Increasing,Moderate,70411.13,PhD,15,1660,950,65.54,68.33,USA,33.27
Proofreader,Healthcare,Increasing,Low,110830.45,PhD,3,558,198,45.46,40.42,USA,51.3
Physiological scientist,Transportation,Increasing,High,104275.29,High School,18,5297,8914,28.48,31.41,USA,33.81
Arts development officer,Manufacturing,Increasing,High,131150.68,Bachelor’s Degree,15,9583,4752,4.6,18.81,USA,74.67
Psychotherapist,Healthcare,Decreasing,High,37972.09,PhD,18,2608,6849,33.89,18.53,USA,60.55
Charity fundraiser,Manufacturing,Increasing,High,142019.71,PhD,8,666,9475,58.85,27.27,USA,63.47
"Designer, industrial/product",Transportation,Increasing,High,105280,PhD,4,1382,6025,7.99,52.36,USA,36.51
Haematologist,Transportation,Decreasing,Low,102551.73,High School,12,233,9410,5.34,40.34,USA,55.41
Adult guidance worker,Transportation,Increasing,High,147899.94,Master’s Degree,11,1021,3101,83.15,50.04,USA,53.55
Engineering geologist,Education,Increasing,Low,36635.62,Master’s Degree,14,2215,7374,73.34,53.75,USA,24.03
Psychiatric nurse,Education,Increasing,High,139769.51,High School,9,9468,3724,66.99,53.6,USA,25.97
"Pharmacist, community",IT,Decreasing,Low,83197.57,Master’s Degree,8,6533,665,18.08,23.98,USA,21.19
Hydrographic surveyor,IT,Decreasing,High,139427.63,High School,18,9325,1510,4.88,1.32,USA,44.85
Probation officer,Healthcare,Decreasing,Moderate,101339.93,Master’s Degree,4,6308,2585,48.3,33.93,USA,65.18
Occupational psychologist,Manufacturing,Decreasing,Low,128076.69,PhD,4,1916,9684,23.08,7.93,USA,23.9
Social worker,Finance,Increasing,Low,80985.72,High School,11,1499,6503,30.89,86.63,USA,70.76
Contractor,Healthcare,Increasing,Moderate,127051.54,Bachelor’s Degree,10,4733,6132,39.51,29.88,USA,36.51
Retail banker,Transportation,Decreasing,Low,74471.96,High School,17,6229,5411,58.52,72.03,USA,73.32
Accommodation manager,Retail,Decreasing,Low,111534.42,Associate Degree,6,7946,9212,0.24,71.18,USA,75.17
"Surveyor, hydrographic",Finance,Increasing,High,127549.63,High School,2,1405,7985,93.8,90.46,USA,63.71
Ship broker,Healthcare,Increasing,Moderate,52791.85,High School,14,3505,8329,24.91,2.34,USA,55.05
